id,name,category,price,stock
8840,peripherals-8840,peripherals,10.80,380
8841,storage-8841,storage,12.17,387
8842,lighting-8842,lighting,13.54,394
8843,breakroom-8843,breakroom,14.91,401
8844,furniture-8844,furniture,16.28,408
8845,stationery-8845,stationery,17.65,415
8846,peripherals-8846,peripherals,19.02,422
8847,storage-8847,storage,20.39,429
8848,lighting-8848,lighting,21.76,436
8849,breakroom-8849,breakroom,23.13,443
8850,furniture-8850,furniture,24.50,450
8851,stationery-8851,stationery,25.87,457
8852,peripherals-8852,peripherals,27.24,464
8853,storage-8853,storage,28.61,471
8854,lighting-8854,lighting,29.98,478
8855,breakroom-8855,breakroom,31.35,485
8856,furniture-8856,furniture,32.72,492
8857,stationery-8857,stationery,34.09,499
8858,peripherals-8858,peripherals,35.46,6
8859,storage-8859,storage,36.83,13
8860,lighting-8860,lighting,38.20,20
8861,breakroom-8861,breakroom,39.57,27
8862,furniture-8862,furniture,40.94,34
8863,stationery-8863,stationery,42.31,41
8864,peripherals-8864,peripherals,43.68,48
8865,storage-8865,storage,45.05,55
8866,lighting-8866,lighting,46.42,62
8867,breakroom-8867,breakroom,47.79,69
8868,furniture-8868,furniture,49.16,76
8869,stationery-8869,stationery,50.53,83
8870,peripherals-8870,peripherals,51.90,90
8871,storage-8871,storage,53.27,97
8872,lighting-8872,lighting,54.64,104
8873,breakroom-8873,breakroom,56.01,111
8874,furniture-8874,furniture,57.38,118
8875,stationery-8875,stationery,58.75,125
8876,peripherals-8876,peripherals,60.12,132
8877,storage-8877,storage,61.49,139
8878,lighting-8878,lighting,62.86,146
8879,breakroom-8879,breakroom,64.23,153
8880,furniture-8880,furniture,65.60,160
8881,stationery-8881,stationery,66.97,167
8882,peripherals-8882,peripherals,68.34,174
8883,storage-8883,storage,69.71,181
8884,lighting-8884,lighting,71.08,188
8885,breakroom-8885,breakroom,72.45,195
8886,furniture-8886,furniture,73.82,202
8887,stationery-8887,stationery,75.19,209
8888,peripherals-8888,peripherals,76.56,216
8889,storage-8889,storage,77.93,223
8890,lighting-8890,lighting,79.30,230
8891,breakroom-8891,breakroom,80.67,237
8892,furniture-8892,furniture,82.04,244
8893,stationery-8893,stationery,83.41,251
8894,peripherals-8894,peripherals,84.78,258
8895,storage-8895,storage,86.15,265
8896,lighting-8896,lighting,87.52,272
8897,breakroom-8897,breakroom,88.89,279
8898,furniture-8898,furniture,90.26,286
8899,stationery-8899,stationery,91.63,293
8900,peripherals-8900,peripherals,93.00,300
8901,storage-8901,storage,94.37,307
8902,lighting-8902,lighting,95.74,314
8903,breakroom-8903,breakroom,97.11,321
8904,furniture-8904,furniture,98.48,328
8905,stationery-8905,stationery,99.85,335
8906,peripherals-8906,peripherals,1.22,342
8907,storage-8907,storage,2.59,349
8908,lighting-8908,lighting,3.96,356
8909,breakroom-8909,breakroom,5.33,363
8910,furniture-8910,furniture,6.70,370
8911,stationery-8911,stationery,8.07,377
8912,peripherals-8912,peripherals,9.44,384
8913,storage-8913,storage,10.81,391
8914,lighting-8914,lighting,12.18,398
8915,breakroom-8915,breakroom,13.55,405
8916,furniture-8916,furniture,14.92,412
8917,stationery-8917,stationery,16.29,419
8918,peripherals-8918,peripherals,17.66,426
8919,storage-8919,storage,19.03,433
8920,lighting-8920,lighting,20.40,440
8921,breakroom-8921,breakroom,21.77,447
8922,furniture-8922,furniture,23.14,454
8923,stationery-8923,stationery,24.51,461
8924,peripherals-8924,peripherals,25.88,468
8925,storage-8925,storage,27.25,475
8926,lighting-8926,lighting,28.62,482
8927,breakroom-8927,breakroom,29.99,489
8928,furniture-8928,furniture,31.36,496
8929,stationery-8929,stationery,32.73,3
8930,peripherals-8930,peripherals,34.10,10
8931,storage-8931,storage,35.47,17
8932,lighting-8932,lighting,36.84,24
8933,breakroom-8933,breakroom,38.21,31
8934,furniture-8934,furniture,39.58,38
8935,stationery-8935,stationery,40.95,45
8936,peripherals-8936,peripherals,42.32,52
8937,storage-8937,storage,43.69,59
8938,lighting-8938,lighting,45.06,66
8939,breakroom-8939,breakroom,46.43,73
8940,furniture-8940,furniture,47.80,80
8941,stationery-8941,stationery,49.17,87
8942,peripherals-8942,peripherals,50.54,94
8943,storage-8943,storage,51.91,101
8944,lighting-8944,lighting,53.28,108
8945,breakroom-8945,breakroom,54.65,115
8946,furniture-8946,furniture,56.02,122
8947,stationery-8947,stationery,57.39,129
8948,peripherals-8948,peripherals,58.76,136
8949,storage-8949,storage,60.13,143
8950,lighting-8950,lighting,61.50,150
8951,breakroom-8951,breakroom,62.87,157
8952,furniture-8952,furniture,64.24,164
8953,stationery-8953,stationery,65.61,171
8954,peripherals-8954,peripherals,66.98,178
8955,storage-8955,storage,68.35,185
8956,lighting-8956,lighting,69.72,192
8957,breakroom-8957,breakroom,71.09,199
8958,furniture-8958,furniture,72.46,206
8959,stationery-8959,stationery,73.83,213
8960,peripherals-8960,peripherals,75.20,220
8961,storage-8961,storage,76.57,227
8962,lighting-8962,lighting,77.94,234
8963,breakroom-8963,breakroom,79.31,241
8964,furniture-8964,furniture,80.68,248
8965,stationery-8965,stationery,82.05,255
8966,peripherals-8966,peripherals,83.42,262
8967,storage-8967,storage,84.79,269
8968,lighting-8968,lighting,86.16,276
8969,breakroom-8969,breakroom,87.53,283
8970,furniture-8970,furniture,88.90,290
8971,stationery-8971,stationery,90.27,297
8972,peripherals-8972,peripherals,91.64,304
8973,storage-8973,storage,93.01,311
8974,lighting-8974,lighting,94.38,318
8975,breakroom-8975,breakroom,95.75,325
8976,furniture-8976,furniture,97.12,332
8977,stationery-8977,stationery,98.49,339
8978,peripherals-8978,peripherals,99.86,346
8979,storage-8979,storage,1.23,353
8980,lighting-8980,lighting,2.60,360
8981,breakroom-8981,breakroom,3.97,367
8982,furniture-8982,furniture,5.34,374
8983,stationery-8983,stationery,6.71,381
8984,peripherals-8984,peripherals,8.08,388
8985,storage-8985,storage,9.45,395
8986,lighting-8986,lighting,10.82,402
8987,breakroom-8987,breakroom,12.19,409
8988,furniture-8988,furniture,13.56,416
8989,stationery-8989,stationery,14.93,423
8990,peripherals-8990,peripherals,16.30,430
8991,storage-8991,storage,17.67,437
8992,lighting-8992,lighting,19.04,444
8993,breakroom-8993,breakroom,20.41,451
8994,furniture-8994,furniture,21.78,458
8995,stationery-8995,stationery,23.15,465
8996,peripherals-8996,peripherals,24.52,472
8997,storage-8997,storage,25.89,479
8998,lighting-8998,lighting,27.26,486
8999,breakroom-8999,breakroom,28.63,493
9000,furniture-9000,furniture,30.00,0
9001,stationery-9001,stationery,31.37,7
9002,peripherals-9002,peripherals,32.74,14
9003,storage-9003,storage,34.11,21
9004,lighting-9004,lighting,35.48,28
9005,breakroom-9005,breakroom,36.85,35
9006,furniture-9006,furniture,38.22,42
9007,stationery-9007,stationery,39.59,49
9008,peripherals-9008,peripherals,40.96,56
9009,storage-9009,storage,42.33,63
9010,lighting-9010,lighting,43.70,70
9011,breakroom-9011,breakroom,45.07,77
9012,furniture-9012,furniture,46.44,84
9013,stationery-9013,stationery,47.81,91
9014,peripherals-9014,peripherals,49.18,98
9015,storage-9015,storage,50.55,105
9016,lighting-9016,lighting,51.92,112
9017,breakroom-9017,breakroom,53.29,119
9018,furniture-9018,furniture,54.66,126
9019,stationery-9019,stationery,56.03,133
9020,peripherals-9020,peripherals,57.40,140
9021,storage-9021,storage,58.77,147
9022,lighting-9022,lighting,60.14,154
9023,breakroom-9023,breakroom,61.51,161
9024,furniture-9024,furniture,62.88,168
9025,stationery-9025,stationery,64.25,175
9026,peripherals-9026,peripherals,65.62,182
9027,storage-9027,storage,66.99,189
9028,lighting-9028,lighting,68.36,196
9029,breakroom-9029,breakroom,69.73,203
9030,furniture-9030,furniture,71.10,210
9031,stationery-9031,stationery,72.47,217
9032,peripherals-9032,peripherals,73.84,224
9033,storage-9033,storage,75.21,231
9034,lighting-9034,lighting,76.58,238
9035,breakroom-9035,breakroom,77.95,245
9036,furniture-9036,furniture,79.32,252
9037,stationery-9037,stationery,80.69,259
9038,peripherals-9038,peripherals,82.06,266
9039,storage-9039,storage,83.43,273
9040,lighting-9040,lighting,84.80,280
9041,breakroom-9041,breakroom,86.17,287
9042,furniture-9042,furniture,87.54,294
9043,stationery-9043,stationery,88.91,301
9044,peripherals-9044,peripherals,90.28,308
9045,storage-9045,storage,91.65,315
9046,lighting-9046,lighting,93.02,322
9047,breakroom-9047,breakroom,94.39,329
9048,furniture-9048,furniture,95.76,336
9049,stationery-9049,stationery,97.13,343
9050,peripherals-9050,peripherals,98.50,350
9051,storage-9051,storage,99.87,357
9052,lighting-9052,lighting,1.24,364
9053,breakroom-9053,breakroom,2.61,371
9054,furniture-9054,furniture,3.98,378
9055,stationery-9055,stationery,5.35,385
9056,peripherals-9056,peripherals,6.72,392
9057,storage-9057,storage,8.09,399
9058,lighting-9058,lighting,9.46,406
9059,breakroom-9059,breakroom,10.83,413
9060,furniture-9060,furniture,12.20,420
9061,stationery-9061,stationery,13.57,427
9062,peripherals-9062,peripherals,14.94,434
9063,storage-9063,storage,16.31,441
9064,lighting-9064,lighting,17.68,448
9065,breakroom-9065,breakroom,19.05,455
9066,furniture-9066,furniture,20.42,462
9067,stationery-9067,stationery,21.79,469
9068,peripherals-9068,peripherals,23.16,476
9069,storage-9069,storage,24.53,483
9070,lighting-9070,lighting,25.90,490
9071,breakroom-9071,breakroom,27.27,497
9072,furniture-9072,furniture,28.64,4
9073,stationery-9073,stationery,30.01,11
9074,peripherals-9074,peripherals,31.38,18
9075,storage-9075,storage,32.75,25
9076,lighting-9076,lighting,34.12,32
9077,breakroom-9077,breakroom,35.49,39
9078,furniture-9078,furniture,36.86,46
9079,stationery-9079,stationery,38.23,53
9080,peripherals-9080,peripherals,39.60,60
9081,storage-9081,storage,40.97,67
9082,lighting-9082,lighting,42.34,74
9083,breakroom-9083,breakroom,43.71,81
9084,furniture-9084,furniture,45.08,88
9085,stationery-9085,stationery,46.45,95
9086,peripherals-9086,peripherals,47.82,102
9087,storage-9087,storage,49.19,109
9088,lighting-9088,lighting,50.56,116
9089,breakroom-9089,breakroom,51.93,123
9090,furniture-9090,furniture,53.30,130
9091,stationery-9091,stationery,54.67,137
9092,peripherals-9092,peripherals,56.04,144
9093,storage-9093,storage,57.41,151
9094,lighting-9094,lighting,58.78,158
9095,breakroom-9095,breakroom,60.15,165
9096,furniture-9096,furniture,61.52,172
9097,stationery-9097,stationery,62.89,179
9098,peripherals-9098,peripherals,64.26,186
9099,storage-9099,storage,65.63,193
9100,lighting-9100,lighting,67.00,200
9101,breakroom-9101,breakroom,68.37,207
9102,furniture-9102,furniture,69.74,214
9103,stationery-9103,stationery,71.11,221
9104,peripherals-9104,peripherals,72.48,228
9105,storage-9105,storage,73.85,235
9106,lighting-9106,lighting,75.22,242
9107,breakroom-9107,breakroom,76.59,249
9108,furniture-9108,furniture,77.96,256
9109,stationery-9109,stationery,79.33,263
9110,peripherals-9110,peripherals,80.70,270
9111,storage-9111,storage,82.07,277
9112,lighting-9112,lighting,83.44,284
9113,breakroom-9113,breakroom,84.81,291
9114,furniture-9114,furniture,86.18,298
9115,stationery-9115,stationery,87.55,305
9116,peripherals-9116,peripherals,88.92,312
9117,storage-9117,storage,90.29,319
9118,lighting-9118,lighting,91.66,326
9119,breakroom-9119,breakroom,93.03,333
9120,furniture-9120,furniture,94.40,340
9121,stationery-9121,stationery,95.77,347
9122,peripherals-9122,peripherals,97.14,354
9123,storage-9123,storage,98.51,361
9124,lighting-9124,lighting,99.88,368
9125,breakroom-9125,breakroom,1.25,375
9126,furniture-9126,furniture,2.62,382
9127,stationery-9127,stationery,3.99,389
9128,peripherals-9128,peripherals,5.36,396
9129,storage-9129,storage,6.73,403
9130,lighting-9130,lighting,8.10,410
9131,breakroom-9131,breakroom,9.47,417
9132,furniture-9132,furniture,10.84,424
9133,stationery-9133,stationery,12.21,431
9134,peripherals-9134,peripherals,13.58,438
9135,storage-9135,storage,14.95,445
9136,lighting-9136,lighting,16.32,452
9137,breakroom-9137,breakroom,17.69,459
9138,furniture-9138,furniture,19.06,466
9139,stationery-9139,stationery,20.43,473
9140,peripherals-9140,peripherals,21.80,480
9141,storage-9141,storage,23.17,487
9142,lighting-9142,lighting,24.54,494
9143,breakroom-9143,breakroom,25.91,1
9144,furniture-9144,furniture,27.28,8
9145,stationery-9145,stationery,28.65,15
9146,peripherals-9146,peripherals,30.02,22
9147,storage-9147,storage,31.39,29
9148,lighting-9148,lighting,32.76,36
9149,breakroom-9149,breakroom,34.13,43
9150,furniture-9150,furniture,35.50,50
9151,stationery-9151,stationery,36.87,57
9152,peripherals-9152,peripherals,38.24,64
9153,storage-9153,storage,39.61,71
9154,lighting-9154,lighting,40.98,78
9155,breakroom-9155,breakroom,42.35,85
9156,furniture-9156,furniture,43.72,92
9157,stationery-9157,stationery,45.09,99
9158,peripherals-9158,peripherals,46.46,106
9159,storage-9159,storage,47.83,113
9160,lighting-9160,lighting,49.20,120
9161,breakroom-9161,breakroom,50.57,127
9162,furniture-9162,furniture,51.94,134
9163,stationery-9163,stationery,53.31,141
9164,peripherals-9164,peripherals,54.68,148
9165,storage-9165,storage,56.05,155
9166,lighting-9166,lighting,57.42,162
9167,breakroom-9167,breakroom,58.79,169
9168,furniture-9168,furniture,60.16,176
9169,stationery-9169,stationery,61.53,183
9170,peripherals-9170,peripherals,62.90,190
9171,storage-9171,storage,64.27,197
9172,lighting-9172,lighting,65.64,204
9173,breakroom-9173,breakroom,67.01,211
9174,furniture-9174,furniture,68.38,218
9175,stationery-9175,stationery,69.75,225
9176,peripherals-9176,peripherals,71.12,232
9177,storage-9177,storage,72.49,239
9178,lighting-9178,lighting,73.86,246
9179,breakroom-9179,breakroom,75.23,253
9180,furniture-9180,furniture,76.60,260
9181,stationery-9181,stationery,77.97,267
9182,peripherals-9182,peripherals,79.34,274
9183,storage-9183,storage,80.71,281
9184,lighting-9184,lighting,82.08,288
9185,breakroom-9185,breakroom,83.45,295
9186,furniture-9186,furniture,84.82,302
9187,stationery-9187,stationery,86.19,309
9188,peripherals-9188,peripherals,87.56,316
9189,storage-9189,storage,88.93,323
9190,lighting-9190,lighting,90.30,330
9191,breakroom-9191,breakroom,91.67,337
9192,furniture-9192,furniture,93.04,344
9193,stationery-9193,stationery,94.41,351
9194,peripherals-9194,peripherals,95.78,358
9195,storage-9195,storage,97.15,365
9196,lighting-9196,lighting,98.52,372
9197,breakroom-9197,breakroom,99.89,379
9198,furniture-9198,furniture,1.26,386
9199,stationery-9199,stationery,2.63,393
9200,peripherals-9200,peripherals,4.00,400
9201,storage-9201,storage,5.37,407
9202,lighting-9202,lighting,6.74,414
9203,breakroom-9203,breakroom,8.11,421
9204,furniture-9204,furniture,9.48,428
9205,stationery-9205,stationery,10.85,435
9206,peripherals-9206,peripherals,12.22,442
9207,storage-9207,storage,13.59,449
9208,lighting-9208,lighting,14.96,456
9209,breakroom-9209,breakroom,16.33,463
9210,furniture-9210,furniture,17.70,470
9211,stationery-9211,stationery,19.07,477
9212,peripherals-9212,peripherals,20.44,484
9213,storage-9213,storage,21.81,491
9214,lighting-9214,lighting,23.18,498
9215,breakroom-9215,breakroom,24.55,5
9216,furniture-9216,furniture,25.92,12
9217,stationery-9217,stationery,27.29,19
9218,peripherals-9218,peripherals,28.66,26
9219,storage-9219,storage,30.03,33
9220,lighting-9220,lighting,31.40,40
9221,breakroom-9221,breakroom,32.77,47
9222,furniture-9222,furniture,34.14,54
9223,stationery-9223,stationery,35.51,61
9224,peripherals-9224,peripherals,36.88,68
9225,storage-9225,storage,38.25,75
9226,lighting-9226,lighting,39.62,82
9227,breakroom-9227,breakroom,40.99,89
9228,furniture-9228,furniture,42.36,96
9229,stationery-9229,stationery,43.73,103
9230,peripherals-9230,peripherals,45.10,110
9231,storage-9231,storage,46.47,117
9232,lighting-9232,lighting,47.84,124
9233,breakroom-9233,breakroom,49.21,131
9234,furniture-9234,furniture,50.58,138
9235,stationery-9235,stationery,51.95,145
9236,peripherals-9236,peripherals,53.32,152
9237,storage-9237,storage,54.69,159
9238,lighting-9238,lighting,56.06,166
9239,breakroom-9239,breakroom,57.43,173
9240,furniture-9240,furniture,58.80,180
9241,stationery-9241,stationery,60.17,187
9242,peripherals-9242,peripherals,61.54,194
9243,storage-9243,storage,62.91,201
9244,lighting-9244,lighting,64.28,208
9245,breakroom-9245,breakroom,65.65,215
9246,furniture-9246,furniture,67.02,222
9247,stationery-9247,stationery,68.39,229
9248,peripherals-9248,peripherals,69.76,236
9249,storage-9249,storage,71.13,243
9250,lighting-9250,lighting,72.50,250
9251,breakroom-9251,breakroom,73.87,257
9252,furniture-9252,furniture,75.24,264
9253,stationery-9253,stationery,76.61,271
9254,peripherals-9254,peripherals,77.98,278
9255,storage-9255,storage,79.35,285
9256,lighting-9256,lighting,80.72,292
9257,breakroom-9257,breakroom,82.09,299
9258,furniture-9258,furniture,83.46,306
9259,stationery-9259,stationery,84.83,313
9260,peripherals-9260,peripherals,86.20,320
9261,storage-9261,storage,87.57,327
9262,lighting-9262,lighting,88.94,334
9263,breakroom-9263,breakroom,90.31,341
9264,furniture-9264,furniture,91.68,348
9265,stationery-9265,stationery,93.05,355
9266,peripherals-9266,peripherals,94.42,362
9267,storage-9267,storage,95.79,369
9268,lighting-9268,lighting,97.16,376
9269,breakroom-9269,breakroom,98.53,383
9270,furniture-9270,furniture,99.90,390
9271,stationery-9271,stationery,1.27,397
9272,peripherals-9272,peripherals,2.64,404
9273,storage-9273,storage,4.01,411
9274,lighting-9274,lighting,5.38,418
9275,breakroom-9275,breakroom,6.75,425
9276,furniture-9276,furniture,8.12,432
9277,stationery-9277,stationery,9.49,439
9278,peripherals-9278,peripherals,10.86,446
9279,storage-9279,storage,12.23,453
9280,lighting-9280,lighting,13.60,460
9281,breakroom-9281,breakroom,14.97,467
9282,furniture-9282,furniture,16.34,474
9283,stationery-9283,stationery,17.71,481
9284,peripherals-9284,peripherals,19.08,488
9285,storage-9285,storage,20.45,495
9286,lighting-9286,lighting,21.82,2
9287,breakroom-9287,breakroom,23.19,9
9288,furniture-9288,furniture,24.56,16
9289,stationery-9289,stationery,25.93,23
9290,peripherals-9290,peripherals,27.30,30
9291,storage-9291,storage,28.67,37
9292,lighting-9292,lighting,30.04,44
9293,breakroom-9293,breakroom,31.41,51
9294,furniture-9294,furniture,32.78,58
9295,stationery-9295,stationery,34.15,65
9296,peripherals-9296,peripherals,35.52,72
9297,storage-9297,storage,36.89,79
9298,lighting-9298,lighting,38.26,86
9299,breakroom-9299,breakroom,39.63,93
9300,furniture-9300,furniture,41.00,100
9301,stationery-9301,stationery,42.37,107
9302,peripherals-9302,peripherals,43.74,114
9303,storage-9303,storage,45.11,121
9304,lighting-9304,lighting,46.48,128
9305,breakroom-9305,breakroom,47.85,135
9306,furniture-9306,furniture,49.22,142
9307,stationery-9307,stationery,50.59,149
9308,peripherals-9308,peripherals,51.96,156
9309,storage-9309,storage,53.33,163
9310,lighting-9310,lighting,54.70,170
9311,breakroom-9311,breakroom,56.07,177
9312,furniture-9312,furniture,57.44,184
9313,stationery-9313,stationery,58.81,191
9314,peripherals-9314,peripherals,60.18,198
9315,storage-9315,storage,61.55,205
9316,lighting-9316,lighting,62.92,212
9317,breakroom-9317,breakroom,64.29,219
9318,furniture-9318,furniture,65.66,226
9319,stationery-9319,stationery,67.03,233
9320,peripherals-9320,peripherals,68.40,240
9321,storage-9321,storage,69.77,247
9322,lighting-9322,lighting,71.14,254
9323,breakroom-9323,breakroom,72.51,261
9324,furniture-9324,furniture,73.88,268
9325,stationery-9325,stationery,75.25,275
9326,peripherals-9326,peripherals,76.62,282
9327,storage-9327,storage,77.99,289
9328,lighting-9328,lighting,79.36,296
9329,breakroom-9329,breakroom,80.73,303
9330,furniture-9330,furniture,82.10,310
9331,stationery-9331,stationery,83.47,317
9332,peripherals-9332,peripherals,84.84,324
9333,storage-9333,storage,86.21,331
9334,lighting-9334,lighting,87.58,338
9335,breakroom-9335,breakroom,88.95,345
9336,furniture-9336,furniture,90.32,352
9337,stationery-9337,stationery,91.69,359
9338,peripherals-9338,peripherals,93.06,366
9339,storage-9339,storage,94.43,373
9340,lighting-9340,lighting,95.80,380
9341,breakroom-9341,breakroom,97.17,387
9342,furniture-9342,furniture,98.54,394
9343,stationery-9343,stationery,99.91,401
9344,peripherals-9344,peripherals,1.28,408
9345,storage-9345,storage,2.65,415
9346,lighting-9346,lighting,4.02,422
9347,breakroom-9347,breakroom,5.39,429
9348,furniture-9348,furniture,6.76,436
9349,stationery-9349,stationery,8.13,443
9350,peripherals-9350,peripherals,9.50,450
9351,storage-9351,storage,10.87,457
9352,lighting-9352,lighting,12.24,464
9353,breakroom-9353,breakroom,13.61,471
9354,furniture-9354,furniture,14.98,478
9355,stationery-9355,stationery,16.35,485
9356,peripherals-9356,peripherals,17.72,492
9357,storage-9357,storage,19.09,499
9358,lighting-9358,lighting,20.46,6
9359,breakroom-9359,breakroom,21.83,13
9360,furniture-9360,furniture,23.20,20
9361,stationery-9361,stationery,24.57,27
9362,peripherals-9362,peripherals,25.94,34
9363,storage-9363,storage,27.31,41
9364,lighting-9364,lighting,28.68,48
9365,breakroom-9365,breakroom,30.05,55
9366,furniture-9366,furniture,31.42,62
9367,stationery-9367,stationery,32.79,69
9368,peripherals-9368,peripherals,34.16,76
9369,storage-9369,storage,35.53,83
9370,lighting-9370,lighting,36.90,90
9371,breakroom-9371,breakroom,38.27,97
9372,furniture-9372,furniture,39.64,104
9373,stationery-9373,stationery,41.01,111
9374,peripherals-9374,peripherals,42.38,118
9375,storage-9375,storage,43.75,125
9376,lighting-9376,lighting,45.12,132
9377,breakroom-9377,breakroom,46.49,139
9378,furniture-9378,furniture,47.86,146
9379,stationery-9379,stationery,49.23,153
9380,peripherals-9380,peripherals,50.60,160
9381,storage-9381,storage,51.97,167
9382,lighting-9382,lighting,53.34,174
9383,breakroom-9383,breakroom,54.71,181
9384,furniture-9384,furniture,56.08,188
9385,stationery-9385,stationery,57.45,195
9386,peripherals-9386,peripherals,58.82,202
9387,storage-9387,storage,60.19,209
9388,lighting-9388,lighting,61.56,216
9389,breakroom-9389,breakroom,62.93,223
9390,furniture-9390,furniture,64.30,230
9391,stationery-9391,stationery,65.67,237
9392,peripherals-9392,peripherals,67.04,244
9393,storage-9393,storage,68.41,251
9394,lighting-9394,lighting,69.78,258
9395,breakroom-9395,breakroom,71.15,265
9396,furniture-9396,furniture,72.52,272
9397,stationery-9397,stationery,73.89,279
9398,peripherals-9398,peripherals,75.26,286
9399,storage-9399,storage,76.63,293
9400,lighting-9400,lighting,78.00,300
9401,breakroom-9401,breakroom,79.37,307
9402,furniture-9402,furniture,80.74,314
9403,stationery-9403,stationery,82.11,321
9404,peripherals-9404,peripherals,83.48,328
9405,storage-9405,storage,84.85,335
9406,lighting-9406,lighting,86.22,342
9407,breakroom-9407,breakroom,87.59,349
9408,furniture-9408,furniture,88.96,356
9409,stationery-9409,stationery,90.33,363
9410,peripherals-9410,peripherals,91.70,370
9411,storage-9411,storage,93.07,377
9412,lighting-9412,lighting,94.44,384
9413,breakroom-9413,breakroom,95.81,391
9414,furniture-9414,furniture,97.18,398
9415,stationery-9415,stationery,98.55,405
9416,peripherals-9416,peripherals,99.92,412
9417,storage-9417,storage,1.29,419
9418,lighting-9418,lighting,2.66,426
9419,breakroom-9419,breakroom,4.03,433
9420,furniture-9420,furniture,5.40,440
9421,stationery-9421,stationery,6.77,447
9422,peripherals-9422,peripherals,8.14,454
9423,storage-9423,storage,9.51,461
9424,lighting-9424,lighting,10.88,468
9425,breakroom-9425,breakroom,12.25,475
9426,furniture-9426,furniture,13.62,482
9427,stationery-9427,stationery,14.99,489
9428,peripherals-9428,peripherals,16.36,496
9429,storage-9429,storage,17.73,3
9430,lighting-9430,lighting,19.10,10
9431,breakroom-9431,breakroom,20.47,17
9432,furniture-9432,furniture,21.84,24
9433,stationery-9433,stationery,23.21,31
9434,peripherals-9434,peripherals,24.58,38
9435,storage-9435,storage,25.95,45
9436,lighting-9436,lighting,27.32,52
9437,breakroom-9437,breakroom,28.69,59
9438,furniture-9438,furniture,30.06,66
9439,stationery-9439,stationery,31.43,73
9440,peripherals-9440,peripherals,32.80,80
9441,storage-9441,storage,34.17,87
9442,lighting-9442,lighting,35.54,94
9443,breakroom-9443,breakroom,36.91,101
9444,furniture-9444,furniture,38.28,108
9445,stationery-9445,stationery,39.65,115
9446,peripherals-9446,peripherals,41.02,122
9447,storage-9447,storage,42.39,129
9448,lighting-9448,lighting,43.76,136
9449,breakroom-9449,breakroom,45.13,143
9450,furniture-9450,furniture,46.50,150
9451,stationery-9451,stationery,47.87,157
9452,peripherals-9452,peripherals,49.24,164
9453,storage-9453,storage,50.61,171
9454,lighting-9454,lighting,51.98,178
9455,breakroom-9455,breakroom,53.35,185
9456,furniture-9456,furniture,54.72,192
9457,stationery-9457,stationery,56.09,199
9458,peripherals-9458,peripherals,57.46,206
9459,storage-9459,storage,58.83,213
9460,lighting-9460,lighting,60.20,220
9461,breakroom-9461,breakroom,61.57,227
9462,furniture-9462,furniture,62.94,234
9463,stationery-9463,stationery,64.31,241
9464,peripherals-9464,peripherals,65.68,248
9465,storage-9465,storage,67.05,255
9466,lighting-9466,lighting,68.42,262
9467,breakroom-9467,breakroom,69.79,269
9468,furniture-9468,furniture,71.16,276
9469,stationery-9469,stationery,72.53,283
9470,peripherals-9470,peripherals,73.90,290
9471,storage-9471,storage,75.27,297
9472,lighting-9472,lighting,76.64,304
9473,breakroom-9473,breakroom,78.01,311
9474,furniture-9474,furniture,79.38,318
9475,stationery-9475,stationery,80.75,325
9476,peripherals-9476,peripherals,82.12,332
9477,storage-9477,storage,83.49,339
9478,lighting-9478,lighting,84.86,346
9479,breakroom-9479,breakroom,86.23,353
9480,furniture-9480,furniture,87.60,360
9481,stationery-9481,stationery,88.97,367
9482,peripherals-9482,peripherals,90.34,374
9483,storage-9483,storage,91.71,381
9484,lighting-9484,lighting,93.08,388
9485,breakroom-9485,breakroom,94.45,395
9486,furniture-9486,furniture,95.82,402
9487,stationery-9487,stationery,97.19,409
9488,peripherals-9488,peripherals,98.56,416
9489,storage-9489,storage,99.93,423
9490,lighting-9490,lighting,1.30,430
9491,breakroom-9491,breakroom,2.67,437
9492,furniture-9492,furniture,4.04,444
9493,stationery-9493,stationery,5.41,451
9494,peripherals-9494,peripherals,6.78,458
9495,storage-9495,storage,8.15,465
9496,lighting-9496,lighting,9.52,472
9497,breakroom-9497,breakroom,10.89,479
9498,furniture-9498,furniture,12.26,486
9499,stationery-9499,stationery,13.63,493
9500,peripherals-9500,peripherals,15.00,0
9501,storage-9501,storage,16.37,7
9502,lighting-9502,lighting,17.74,14
9503,breakroom-9503,breakroom,19.11,21
9504,furniture-9504,furniture,20.48,28
9505,stationery-9505,stationery,21.85,35
9506,peripherals-9506,peripherals,23.22,42
9507,storage-9507,storage,24.59,49
9508,lighting-9508,lighting,25.96,56
9509,breakroom-9509,breakroom,27.33,63
9510,furniture-9510,furniture,28.70,70
9511,stationery-9511,stationery,30.07,77
9512,peripherals-9512,peripherals,31.44,84
9513,storage-9513,storage,32.81,91
9514,lighting-9514,lighting,34.18,98
9515,breakroom-9515,breakroom,35.55,105
9516,furniture-9516,furniture,36.92,112
9517,stationery-9517,stationery,38.29,119
9518,peripherals-9518,peripherals,39.66,126
9519,storage-9519,storage,41.03,133
9520,lighting-9520,lighting,42.40,140
9521,breakroom-9521,breakroom,43.77,147
9522,furniture-9522,furniture,45.14,154
9523,stationery-9523,stationery,46.51,161
9524,peripherals-9524,peripherals,47.88,168
9525,storage-9525,storage,49.25,175
9526,lighting-9526,lighting,50.62,182
